,Released_Year,Runtime,IMDB_Rating,No_of_Votes,description,director_idx,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
581,2015,100,7.8,35539,"Under sandet - In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight.",314,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
223,2015,120,8.1,882316,"Mad Max: Fury Road - In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.",159,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
480,2011,157,7.9,41995,Bir Zamanlar Anadolu'da - A group of men set out in search of a dead body in the Anatolian steppes.,362,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,2002,116,7.7,29999,"Interstate 60: Episodes of the Road - Neal Oliver, a very confused young man and an artist, takes a journey of a lifetime on a highway I60 that doesn't exist on any of the maps, going to the places he never even heard of, searching for an answer and his dreamgirl.",54,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,2000,122,7.9,252586,Almost Famous - A high-school boy is given the chance to write a story for Rolling Stone Magazine about an up-and-coming rock band as he accompanies them on their concert tour.,67,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,1998,134,7.7,66408,"Happiness - The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection.",500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,2001,120,7.7,90842,"Das Experiment - For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence.",363,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
369,2004,137,8.0,683900,"Kill Bill: Vol. 2 - The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.",391,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
725,2018,147,7.7,291257,"Mission: Impossible - Fallout - Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.",81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
182,1961,179,8.2,69458,"Judgment at Nuremberg - In 1948, an American court in occupied Germany tries four Nazis judged for war crimes.",462,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
542,1970,172,7.9,93741,Patton - The World War II phase of the career of controversial American general George S. Patton.,143,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
185,1957,96,8.2,164939,"Det sjunde inseglet - A man seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",190,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
531,1983,93,7.9,132947,"A Christmas Story - In the 1940s, a young boy named Ralphie attempts to convince his parents, his teacher and Santa that a Red Ryder BB gun really is the perfect Christmas gift.",52,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
132,2017,115,8.2,432610,"Three Billboards Outside Ebbing, Missouri - A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.",311,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,1960,197,7.9,124339,Spartacus - The slave Spartacus leads a violent revolt against the decadent Roman Republic.,463,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,1979,105,7.8,133351,"Kramer vs. Kramer - Ted Kramer's wife leaves him, allowing for a lost bond to be rediscovered between Ted and his son, Billy. But a heated custody battle ensues over the divorced couple's son, deepening the wounds left by the separation.",416,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,2004,132,8.1,635975,Million Dollar Baby - A determined woman works with a hardened boxing trainer to become a professional.,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
485,2009,155,7.9,93560,Un prophète - A young Arab man is sent to a French prison.,198,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,2000,110,7.7,126770,Billy Elliot - A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,466,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19,2019,132,8.6,552778,Gisaengchung - Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,56,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
407,1987,128,8.0,64722,Der Himmel über Berlin - An angel tires of overseeing human activity and wishes to become human when he falls in love with a mortal.,528,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
961,1997,134,7.6,131101,"Lost Highway - Anonymous videotapes presage a musician's murder conviction, and a gangster's girlfriend leads a mechanic astray.",103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
560,1946,114,7.9,78796,"The Big Sleep - Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail, and what might be love.",187,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
836,1985,97,7.7,59635,After Hours - An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho who he met that evening at a coffee shop.,313,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,2009,129,7.8,52758,Madeo - A mother desperately searches for the killer who framed her son for a girl's horrific murder.,56,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
403,1989,120,8.0,89429,"Do the Right Thing - On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",459,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,2009,129,7.6,293266,"The Blind Side - The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",244,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
450,1948,80,8.0,129783,Rope - Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.,22,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
876,1933,71,7.7,30683,"The Invisible Man - A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane.",213,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
116,1962,228,8.3,268085,"Lawrence of Arabia - The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",101,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,2007,153,8.2,74129,Chak De! India - Kabir Khan is the coach of the Indian Women's National Hockey Team and his dream is to make his all girls team emerge victorious against all odds.,452,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
556,1951,101,7.9,123341,Strangers on a Train - A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.,22,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
889,2017,134,7.6,58371,"Only the Brave - Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.",257,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,1997,87,8.1,38847,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni - Concurrent theatrical ending of the TV series Shin seiki evangerion (1995).",183,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,2019,152,8.1,291289,Ford v Ferrari - American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,208,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1976,114,8.3,724636,"Taxi Driver - A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.",313,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,1993,102,7.6,165465,Dazed and Confused - The adventures of high school and junior high students on the last day of school in May 1976.,408,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,2001,144,7.7,364254,Black Hawk Down - 160 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis.,411,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
37,2006,151,8.5,1189773,The Departed - An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,313,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
366,2004,127,8.0,56960,G.O.R.A. - A slick young Turk kidnapped by extraterrestrials shows his great « humanitarian spirit » by outwitting the evil commander-in-chief of the planet of G.O.R.A.,547,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
118,1959,136,8.3,299198,North by Northwest - A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies.,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
233,2006,144,8.1,43137,Lage Raho Munna Bhai - Munna Bhai embarks on a journey with Mahatma Gandhi in order to fight against a corrupt property dealer.,394,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
791,2002,117,7.7,246840,"Road to Perdition - A mob enforcer's son witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.",438,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,2001,125,8.6,651376,"Sen to Chihiro no kamikakushi - During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.",179,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
258,1995,189,8.1,63516,"Dilwale Dulhania Le Jayenge - When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt.",7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
309,1949,104,8.1,158731,"The Third Man - Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.",70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
602,2010,144,7.8,111252,Ang-ma-reul bo-at-da - A secret agent exacts revenge on a serial killer through a series of captures and releases.,221,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,1972,95,7.9,52397,"Aguirre, der Zorn Gottes - In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado.",523,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,2003,125,8.0,415218,Big Fish - A frustrated son tries to determine the fact from fiction in his dying father's life.,495,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
418,1973,151,8.0,121627,"Papillon - A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.",143,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,1963,113,7.9,68689,Charade - Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?,461,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
938,2003,124,7.6,224545,"21 Grams - A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
207,2014,153,8.1,163061,PK - An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religion on its people.,394,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
143,2009,129,8.2,193217,El secreto de sus ojos - A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,264,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
690,1978,94,7.8,52852,Days of Heaven - A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.,485,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
81,1954,112,8.4,444074,Rear Window - A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
569,2019,113,7.8,237392,"The Gentlemen - An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",175,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,2011,120,7.6,138959,"La piel que habito - A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",378,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
121,1952,143,8.3,68463,Ikiru - A bureaucrat tries to find a meaning in his life after he discovers he has terminal cancer.,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,1946,170,8.0,57259,The Best Years of Our Lives - Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.,526,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
494,2008,107,7.9,390334,"In Bruges - Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",311,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1997,116,8.6,623629,"La vita è bella - When an open-minded Jewish librarian and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp.",427,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
500,2005,129,7.9,31476,"C.R.A.Z.Y. - A young French-Canadian, growing up in the 1960s and 1970s, struggles to reconcile his emerging homosexuality with his father's conservative values and his own Catholic beliefs.",218,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,2009,95,7.7,472242,"(500) Days of Summer - An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her.",305,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
396,1993,101,8.0,577991,Groundhog Day - A weatherman finds himself inexplicably living the same day over and over again.,178,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
771,2010,100,7.7,405922,"Tangled - The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",348,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,1968,105,7.7,31572,"The Odd Couple - Two friends try sharing an apartment, but their ideas of housekeeping and lifestyles are as different as night and day.",155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,1999,92,7.9,527512,"Toy Story 2 - When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.",243,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,2013,141,7.8,81125,"La grande bellezza - Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",371,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,2004,105,7.6,65939,"Mysterious Skin - A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth.",169,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,2009,88,7.6,520041,"Zombieland - A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.",435,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
647,2000,143,7.8,524235,Cast Away - A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,426,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
318,1928,72,8.1,30205,The Circus - The Tramp finds work and the girl of his dreams at a circus.,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
435,1960,174,8.0,66621,La dolce vita - A series of stories following a week in the life of a philandering paparazzo journalist living in Rome.,133,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
